cells,cells_outside_expected_support,component_count,component_elongation_median,component_perimeter_sqrt_area_median,component_size_max,component_size_median,component_size_p90,edge_component_count,family,group,map_id,pct_map,quantity_1,quantity_10,quantity_11,quantity_12,quantity_13,quantity_14,quantity_15,quantity_2,quantity_3,quantity_4,quantity_5,quantity_6,quantity_7,quantity_8,quantity_9,quantity_counts,quantity_max,quantity_mean,quantity_median,quantity_min,stock,terrain_counts
20648,0,1170,1.480787498491611,7.071067811865475,561,2.0,48.100000000000136,0,coal,2p,sav_006,3.500705,1433,1422,1304,1375,1409,1408,1353,1367,1360,1313,1398,1373,1380,1402,1351,"{""1"": 1433, ""10"": 1422, ""11"": 1304, ""12"": 1375, ""13"": 1409, ""14"": 1408, ""15"": 1353, ""2"": 1367, ""3"": 1360, ""4"": 1313, ""5"": 1398, ""6"": 1373, ""7"": 1380, ""8"": 1402, ""9"": 1351}",15,7.99835335141418,8.0,1,165150,"{""128"": 2670, ""129"": 626, ""32"": 15005, ""33"": 1562, ""34"": 3, ""35"": 782}"
7605,0,519,1.7320508075688772,7.071067811865475,186,2.0,50.19999999999999,0,iron,2p,sav_006,1.289368,507,481,515,526,495,499,508,565,477,505,547,512,469,491,508,"{""1"": 507, ""10"": 481, ""11"": 515, ""12"": 526, ""13"": 495, ""14"": 499, ""15"": 508, ""2"": 565, ""3"": 477, ""4"": 505, ""5"": 547, ""6"": 512, ""7"": 469, ""8"": 491, ""9"": 508}",15,7.956081525312294,8.0,1,60506,"{""128"": 579, ""129"": 217, ""32"": 5789, ""33"": 743, ""34"": 7, ""35"": 270}"
6250,0,321,1.7320508075688772,8.221921916437786,211,5.0,58.0,0,gold,2p,sav_006,1.059638,452,401,398,383,423,436,427,393,407,409,421,406,402,441,451,"{""1"": 452, ""10"": 401, ""11"": 398, ""12"": 383, ""13"": 423, ""14"": 436, ""15"": 427, ""2"": 393, ""3"": 407, ""4"": 409, ""5"": 421, ""6"": 406, ""7"": 402, ""8"": 441, ""9"": 451}",15,8.00464,8.0,1,50029,"{""128"": 1013, ""129"": 213, ""32"": 4240, ""33"": 519, ""35"": 265}"
2171,0,88,1.752246324350311,9.035573676110726,122,9.0,63.599999999999994,0,gems,2p,sav_006,0.368076,161,140,140,157,147,139,132,152,127,134,160,157,126,150,149,"{""1"": 161, ""10"": 140, ""11"": 140, ""12"": 157, ""13"": 147, ""14"": 139, ""15"": 132, ""2"": 152, ""3"": 127, ""4"": 134, ""5"": 160, ""6"": 157, ""7"": 126, ""8"": 150, ""9"": 149}",15,7.926301243666513,8.0,1,17208,"{""128"": 167, ""129"": 45, ""32"": 1736, ""33"": 163, ""35"": 60}"
3309,0,140,1.7750900521073942,9.495173563278914,134,13.5,57.0,0,sulfur,2p,sav_006,0.561015,241,193,217,211,225,222,213,262,240,216,208,202,206,236,217,"{""1"": 241, ""10"": 193, ""11"": 217, ""12"": 211, ""13"": 225, ""14"": 222, ""15"": 213, ""2"": 262, ""3"": 240, ""4"": 216, ""5"": 208, ""6"": 202, ""7"": 206, ""8"": 236, ""9"": 217}",15,7.845572680568147,8.0,1,25961,"{""128"": 237, ""129"": 60, ""32"": 2576, ""33"": 351, ""34"": 1, ""35"": 84}"
39983,0,510,1.7320508075688772,8.049844718999243,2485,4.0,151.5000000000001,0,minerals,2p,sav_006,6.778802,2794,2637,2574,2652,2699,2704,2633,2739,2611,2577,2734,2650,2583,2720,2676,"{""1"": 2794, ""10"": 2637, ""11"": 2574, ""12"": 2652, ""13"": 2699, ""14"": 2704, ""15"": 2633, ""2"": 2739, ""3"": 2611, ""4"": 2577, ""5"": 2734, ""6"": 2650, ""7"": 2583, ""8"": 2720, ""9"": 2676}",15,7.97473926418728,8.0,1,318854,"{""128"": 4666, ""129"": 1161, ""32"": 29346, ""33"": 3338, ""34"": 11, ""35"": 1461}"
45923,0,8869,1.7320508075688774,7.071067811865475,169,2.0,12.0,17,fish,2p,sav_006,7.785882,3775,3033,2984,3001,2981,2994,3010,3089,3000,3004,2926,3167,3025,2905,3029,"{""1"": 3775, ""10"": 3033, ""11"": 2984, ""12"": 3001, ""13"": 2981, ""14"": 2994, ""15"": 3010, ""2"": 3089, ""3"": 3000, ""4"": 3004, ""5"": 2926, ""6"": 3167, ""7"": 3025, ""8"": 2905, ""9"": 3029}",15,7.8666898939529215,8.0,1,361262,"{""0"": 3449, ""1"": 3298, ""2"": 3059, ""3"": 2734, ""4"": 2515, ""5"": 2266, ""6"": 2200, ""7"": 26402}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,2p,sav_006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
20056,0,1183,1.5532014756350374,7.071067811865475,488,2.0,48.799999999999955,0,coal,2p,sav_007,3.400336,1354,1388,1292,1382,1361,1331,1291,1355,1337,1411,1329,1333,1317,1235,1340,"{""1"": 1354, ""10"": 1388, ""11"": 1292, ""12"": 1382, ""13"": 1361, ""14"": 1331, ""15"": 1291, ""2"": 1355, ""3"": 1337, ""4"": 1411, ""5"": 1329, ""6"": 1333, ""7"": 1317, ""8"": 1235, ""9"": 1340}",15,7.972128041483845,8.0,1,159889,"{""128"": 2422, ""129"": 449, ""32"": 15182, ""33"": 1384, ""34"": 9, ""35"": 610}"
9522,0,565,1.7320508075688772,7.071067811865475,225,3.0,51.60000000000002,0,iron,2p,sav_007,1.61438,667,629,637,603,616,646,606,629,667,636,620,655,640,618,653,"{""1"": 667, ""10"": 629, ""11"": 637, ""12"": 603, ""13"": 616, ""14"": 646, ""15"": 606, ""2"": 629, ""3"": 667, ""4"": 636, ""5"": 620, ""6"": 655, ""7"": 640, ""8"": 618, ""9"": 653}",15,7.926486032346146,8.0,1,75476,"{""128"": 1195, ""129"": 258, ""32"": 7089, ""33"": 667, ""34"": 6, ""35"": 307}"
6734,0,337,1.7320508075688774,8.082903768654761,181,5.0,63.0,0,gold,2p,sav_007,1.141697,417,438,437,470,472,436,490,417,454,476,448,445,457,451,426,"{""1"": 417, ""10"": 438, ""11"": 437, ""12"": 470, ""13"": 472, ""14"": 436, ""15"": 490, ""2"": 417, ""3"": 454, ""4"": 476, ""5"": 448, ""6"": 445, ""7"": 457, ""8"": 451, ""9"": 426}",15,8.091030591030592,8.0,1,54485,"{""128"": 864, ""129"": 173, ""32"": 5000, ""33"": 464, ""34"": 7, ""35"": 226}"
2235,0,145,1.7320508075688772,8.0,84,3.0,48.0,0,gems,2p,sav_007,0.378927,141,162,154,150,151,163,133,157,136,148,158,134,123,164,161,"{""1"": 141, ""10"": 162, ""11"": 154, ""12"": 150, ""13"": 151, ""14"": 163, ""15"": 133, ""2"": 157, ""3"": 136, ""4"": 148, ""5"": 158, ""6"": 134, ""7"": 123, ""8"": 164, ""9"": 161}",15,8.064876957494407,8.0,1,18025,"{""128"": 453, ""129"": 58, ""32"": 1468, ""33"": 173, ""35"": 83}"
3130,0,141,1.7374096587080488,8.94427190999916,92,10.0,60.0,0,sulfur,2p,sav_007,0.530667,214,212,206,205,201,189,201,197,229,203,209,221,233,193,217,"{""1"": 214, ""10"": 212, ""11"": 206, ""12"": 205, ""13"": 201, ""14"": 189, ""15"": 201, ""2"": 197, ""3"": 229, ""4"": 203, ""5"": 209, ""6"": 221, ""7"": 233, ""8"": 193, ""9"": 217}",15,7.899680511182108,8.0,1,24726,"{""128"": 374, ""129"": 49, ""32"": 2364, ""33"": 258, ""34"": 1, ""35"": 84}"
41677,0,452,1.7320508075688774,8.024922359499621,2978,3.0,140.50000000000017,0,minerals,2p,sav_007,7.066006,2793,2829,2726,2810,2801,2765,2721,2755,2823,2874,2764,2788,2770,2661,2797,"{""1"": 2793, ""10"": 2829, ""11"": 2726, ""12"": 2810, ""13"": 2801, ""14"": 2765, ""15"": 2721, ""2"": 2755, ""3"": 2823, ""4"": 2874, ""5"": 2764, ""6"": 2788, ""7"": 2770, ""8"": 2661, ""9"": 2797}",15,7.98044484967728,8.0,1,332601,"{""128"": 5308, ""129"": 987, ""32"": 31103, ""33"": 2946, ""34"": 23, ""35"": 1310}"
40933,0,7751,1.7320508075688776,7.071067811865475,151,2.0,12.0,12,fish,2p,sav_007,6.939867,3410,2647,2635,2719,2651,2752,2621,2752,2668,2780,2699,2662,2570,2675,2692,"{""1"": 3410, ""10"": 2647, ""11"": 2635, ""12"": 2719, ""13"": 2651, ""14"": 2752, ""15"": 2621, ""2"": 2752, ""3"": 2668, ""4"": 2780, ""5"": 2699, ""6"": 2662, ""7"": 2570, ""8"": 2675, ""9"": 2692}",15,7.854591649769135,8.0,1,321512,"{""0"": 3108, ""1"": 2868, ""2"": 2601, ""3"": 2342, ""4"": 2173, ""5"": 2017, ""6"": 1970, ""7"": 23854}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,2p,sav_007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
19304,0,1209,1.4625213294743866,7.071067811865475,567,2.0,46.0,0,coal,2p,sav_008,3.272841,1218,1324,1312,1269,1273,1296,1270,1282,1302,1294,1301,1289,1231,1341,1302,"{""1"": 1218, ""10"": 1324, ""11"": 1312, ""12"": 1269, ""13"": 1273, ""14"": 1296, ""15"": 1270, ""2"": 1282, ""3"": 1302, ""4"": 1294, ""5"": 1301, ""6"": 1289, ""7"": 1231, ""8"": 1341, ""9"": 1302}",15,8.019529631164525,8.0,1,154809,"{""128"": 2497, ""129"": 580, ""32"": 13780, ""33"": 1740, ""34"": 6, ""35"": 701}"
9584,0,560,1.7077671958985732,7.071067811865475,234,2.0,53.0,0,iron,2p,sav_008,1.624891,661,620,665,633,651,582,678,648,659,670,613,641,606,623,634,"{""1"": 661, ""10"": 620, ""11"": 665, ""12"": 633, ""13"": 651, ""14"": 582, ""15"": 678, ""2"": 648, ""3"": 659, ""4"": 670, ""5"": 613, ""6"": 641, ""7"": 606, ""8"": 623, ""9"": 634}",15,7.966297996661102,8.0,1,76349,"{""128"": 1251, ""129"": 302, ""32"": 6728, ""33"": 953, ""34"": 2, ""35"": 348}"
4908,0,290,1.7865962570800695,8.082903768654761,157,5.0,51.0,0,gold,2p,sav_008,0.832113,336,328,346,322,320,276,321,317,326,322,344,331,364,318,337,"{""1"": 336, ""10"": 328, ""11"": 346, ""12"": 322, ""13"": 320, ""14"": 276, ""15"": 321, ""2"": 317, ""3"": 326, ""4"": 322, ""5"": 344, ""6"": 331, ""7"": 364, ""8"": 318, ""9"": 337}",15,7.916870415647922,8.0,1,38856,"{""128"": 439, ""129"": 105, ""32"": 3709, ""33"": 501, ""34"": 1, ""35"": 153}"
2282,0,94,1.7855960628122378,9.022670168666455,171,10.5,63.500000000000014,0,gems,2p,sav_008,0.386895,164,150,171,147,151,158,148,153,145,132,155,157,141,172,138,"{""1"": 164, ""10"": 150, ""11"": 171, ""12"": 147, ""13"": 151, ""14"": 158, ""15"": 148, ""2"": 153, ""3"": 145, ""4"": 132, ""5"": 155, ""6"": 157, ""7"": 141, ""8"": 172, ""9"": 138}",15,8.0170902716915,8.0,1,18295,"{""128"": 205, ""129"": 86, ""32"": 1732, ""33"": 152, ""35"": 107}"
3000,0,118,1.7320508075688772,9.519399037242694,120,19.0,56.19999999999999,0,sulfur,2p,sav_008,0.508626,195,186,217,198,195,181,201,202,210,234,212,185,187,202,195,"{""1"": 195, ""10"": 186, ""11"": 217, ""12"": 198, ""13"": 195, ""14"": 181, ""15"": 201, ""2"": 202, ""3"": 210, ""4"": 234, ""5"": 212, ""6"": 185, ""7"": 187, ""8"": 202, ""9"": 195}",15,7.907333333333334,8.0,1,23722,"{""128"": 177, ""129"": 49, ""32"": 2467, ""33"": 225, ""34"": 2, ""35"": 80}"
39078,0,503,1.7750885808204966,8.0,4354,3.0,136.8,0,minerals,2p,sav_008,6.625366,2574,2608,2711,2569,2590,2493,2618,2602,2642,2652,2625,2603,2529,2656,2606,"{""1"": 2574, ""10"": 2608, ""11"": 2711, ""12"": 2569, ""13"": 2590, ""14"": 2493, ""15"": 2618, ""2"": 2602, ""3"": 2642, ""4"": 2652, ""5"": 2625, ""6"": 2603, ""7"": 2529, ""8"": 2656, ""9"": 2606}",15,7.9848252213521675,8.0,1,312031,"{""128"": 4569, ""129"": 1122, ""32"": 28416, ""33"": 3571, ""34"": 11, ""35"": 1389}"
46761,0,8867,1.7320508075688774,7.071067811865475,164,2.0,12.0,11,fish,2p,sav_008,7.927958,3717,3034,3132,3015,3106,2986,3030,3092,3137,3046,3016,3056,3111,3156,3127,"{""1"": 3717, ""10"": 3034, ""11"": 3132, ""12"": 3015, ""13"": 3106, ""14"": 2986, ""15"": 3030, ""2"": 3092, ""3"": 3137, ""4"": 3046, ""5"": 3016, ""6"": 3056, ""7"": 3111, ""8"": 3156, ""9"": 3127}",15,7.884433609204251,8.0,1,368684,"{""0"": 3385, ""1"": 3091, ""2"": 2757, ""3"": 2704, ""4"": 2370, ""5"": 2213, ""6"": 2116, ""7"": 28125}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,2p,sav_008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
20358,0,1185,1.327541635931253,7.071067811865475,427,2.0,49.0,0,coal,20p,sav_009,3.451538,1363,1352,1347,1379,1361,1317,1316,1381,1373,1443,1399,1315,1363,1347,1302,"{""1"": 1363, ""10"": 1352, ""11"": 1347, ""12"": 1379, ""13"": 1361, ""14"": 1317, ""15"": 1316, ""2"": 1381, ""3"": 1373, ""4"": 1443, ""5"": 1399, ""6"": 1315, ""7"": 1363, ""8"": 1347, ""9"": 1302}",15,7.942430494154632,8.0,1,161692,"{""128"": 2463, ""129"": 419, ""32"": 15308, ""33"": 1590, ""34"": 9, ""35"": 569}"
8456,0,547,1.7320508075688772,7.071067811865475,166,3.0,49.400000000000034,0,iron,20p,sav_009,1.433648,580,602,561,551,517,538,564,520,610,575,543,589,569,572,565,"{""1"": 580, ""10"": 602, ""11"": 561, ""12"": 551, ""13"": 517, ""14"": 538, ""15"": 564, ""2"": 520, ""3"": 610, ""4"": 575, ""5"": 543, ""6"": 589, ""7"": 569, ""8"": 572, ""9"": 565}",15,7.94217123935667,8.0,1,67159,"{""128"": 1125, ""129"": 244, ""32"": 6114, ""33"": 680, ""34"": 5, ""35"": 288}"
6219,0,331,1.7466796398860749,8.049844718999243,238,4.0,55.0,0,gold,20p,sav_009,1.054382,430,404,395,420,428,399,440,433,397,408,417,394,398,421,435,"{""1"": 430, ""10"": 404, ""11"": 395, ""12"": 420, ""13"": 428, ""14"": 399, ""15"": 440, ""2"": 433, ""3"": 397, ""4"": 408, ""5"": 417, ""6"": 394, ""7"": 398, ""8"": 421, ""9"": 435}",15,8.009647853352629,8.0,1,49812,"{""128"": 978, ""129"": 173, ""32"": 4427, ""33"": 438, ""34"": 4, ""35"": 199}"
2278,0,115,1.7406730554723004,8.442317648177381,134,8.0,54.0,0,gems,20p,sav_009,0.386217,175,156,159,167,160,160,145,123,132,152,148,160,145,147,149,"{""1"": 175, ""10"": 156, ""11"": 159, ""12"": 167, ""13"": 160, ""14"": 160, ""15"": 145, ""2"": 123, ""3"": 132, ""4"": 152, ""5"": 148, ""6"": 160, ""7"": 145, ""8"": 147, ""9"": 149}",15,8.105794556628622,8.0,1,18465,"{""128"": 240, ""129"": 35, ""32"": 1744, ""33"": 205, ""34"": 2, ""35"": 52}"
4018,0,145,1.766597967721889,9.85900603509299,139,18.0,69.79999999999998,0,sulfur,20p,sav_009,0.68122,253,266,252,272,281,259,273,258,283,263,273,269,266,268,282,"{""1"": 253, ""10"": 266, ""11"": 252, ""12"": 272, ""13"": 281, ""14"": 259, ""15"": 273, ""2"": 258, ""3"": 283, ""4"": 263, ""5"": 273, ""6"": 269, ""7"": 266, ""8"": 268, ""9"": 282}",15,8.029616724738675,8.0,1,32263,"{""128"": 367, ""129"": 135, ""32"": 3133, ""33"": 211, ""35"": 172}"
41329,0,422,1.7320508075688772,8.04155444787084,2821,4.0,258.7000000000001,0,minerals,20p,sav_009,7.007005,2801,2780,2714,2789,2747,2673,2738,2715,2795,2841,2780,2727,2741,2755,2733,"{""1"": 2801, ""10"": 2780, ""11"": 2714, ""12"": 2789, ""13"": 2747, ""14"": 2673, ""15"": 2738, ""2"": 2715, ""3"": 2795, ""4"": 2841, ""5"": 2780, ""6"": 2727, ""7"": 2741, ""8"": 2755, ""9"": 2733}",15,7.969972658423867,8.0,1,329391,"{""128"": 5173, ""129"": 1006, ""32"": 30726, ""33"": 3124, ""34"": 20, ""35"": 1280}"
44235,0,8339,1.7320508075688776,7.071067811865475,146,2.0,13.0,11,fish,20p,sav_009,7.499695,3557,2875,2913,2931,2938,2843,2915,2914,2889,2911,2913,2909,2847,2822,3058,"{""1"": 3557, ""10"": 2875, ""11"": 2913, ""12"": 2931, ""13"": 2938, ""14"": 2843, ""15"": 2915, ""2"": 2914, ""3"": 2889, ""4"": 2911, ""5"": 2913, ""6"": 2909, ""7"": 2847, ""8"": 2822, ""9"": 3058}",15,7.899355713801288,8.0,1,349428,"{""0"": 3564, ""1"": 3224, ""2"": 2949, ""3"": 2692, ""4"": 2468, ""5"": 2169, ""6"": 1996, ""7"": 25173}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_009,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
18745,0,1215,1.416897655247236,7.071067811865475,850,2.0,38.20000000000027,0,coal,20p,sav_010,3.178067,1265,1326,1211,1272,1257,1210,1232,1244,1296,1148,1176,1200,1278,1334,1296,"{""1"": 1265, ""10"": 1326, ""11"": 1211, ""12"": 1272, ""13"": 1257, ""14"": 1210, ""15"": 1232, ""2"": 1244, ""3"": 1296, ""4"": 1148, ""5"": 1176, ""6"": 1200, ""7"": 1278, ""8"": 1334, ""9"": 1296}",15,8.012856761803148,8.0,1,150201,"{""128"": 2359, ""129"": 430, ""32"": 13785, ""33"": 1650, ""34"": 12, ""35"": 509}"
8751,0,510,1.6211749774703212,7.071067811865475,299,2.0,56.10000000000002,0,iron,20p,sav_010,1.483663,585,595,590,544,625,551,562,577,611,564,574,584,566,614,609,"{""1"": 585, ""10"": 595, ""11"": 590, ""12"": 544, ""13"": 625, ""14"": 551, ""15"": 562, ""2"": 577, ""3"": 611, ""4"": 564, ""5"": 574, ""6"": 584, ""7"": 566, ""8"": 614, ""9"": 609}",15,7.975545651925494,8.0,1,69794,"{""128"": 1382, ""129"": 185, ""32"": 6232, ""33"": 722, ""34"": 1, ""35"": 229}"
6016,0,331,1.7320508075688774,8.049844718999243,150,5.0,52.0,0,gold,20p,sav_010,1.019965,384,416,430,391,430,371,395,428,400,388,402,404,393,364,420,"{""1"": 384, ""10"": 416, ""11"": 430, ""12"": 391, ""13"": 430, ""14"": 371, ""15"": 395, ""2"": 428, ""3"": 400, ""4"": 388, ""5"": 402, ""6"": 404, ""7"": 393, ""8"": 364, ""9"": 420}",15,8.00531914893617,8.0,1,48160,"{""128"": 854, ""129"": 144, ""32"": 4389, ""33"": 469, ""34"": 4, ""35"": 156}"
2346,0,108,1.7940816297322693,8.315218406202998,81,7.0,63.0,0,gems,20p,sav_010,0.397746,176,152,145,145,190,151,137,146,154,152,177,176,139,156,150,"{""1"": 176, ""10"": 152, ""11"": 145, ""12"": 145, ""13"": 190, ""14"": 151, ""15"": 137, ""2"": 146, ""3"": 154, ""4"": 152, ""5"": 177, ""6"": 176, ""7"": 139, ""8"": 156, ""9"": 150}",15,7.904518329070759,8.0,1,18544,"{""128"": 195, ""129"": 47, ""32"": 1846, ""33"": 193, ""34"": 2, ""35"": 63}"
2774,0,151,1.7452823274296587,8.426962598121401,90,5.0,48.0,0,sulfur,20p,sav_010,0.47031,190,178,215,194,184,163,172,192,195,175,184,210,163,176,183,"{""1"": 190, ""10"": 178, ""11"": 215, ""12"": 194, ""13"": 184, ""14"": 163, ""15"": 172, ""2"": 192, ""3"": 195, ""4"": 175, ""5"": 184, ""6"": 210, ""7"": 163, ""8"": 176, ""9"": 183}",15,7.917087238644557,8.0,1,21962,"{""128"": 341, ""129"": 90, ""32"": 1972, ""33"": 242, ""34"": 5, ""35"": 124}"
38632,0,495,1.738232194522805,7.155417527999327,2902,3.0,182.0000000000001,0,minerals,20p,sav_010,6.54975,2600,2667,2591,2546,2686,2446,2498,2587,2656,2427,2513,2574,2539,2644,2658,"{""1"": 2600, ""10"": 2667, ""11"": 2591, ""12"": 2546, ""13"": 2686, ""14"": 2446, ""15"": 2498, ""2"": 2587, ""3"": 2656, ""4"": 2427, ""5"": 2513, ""6"": 2574, ""7"": 2539, ""8"": 2644, ""9"": 2658}",15,7.989775315800372,8.0,1,308661,"{""128"": 5131, ""129"": 896, ""32"": 28224, ""33"": 3276, ""34"": 24, ""35"": 1081}"
46989,0,9177,1.7320508075688776,7.071067811865475,161,2.0,12.0,15,fish,20p,sav_010,7.966614,3788,3132,3118,2981,3125,2946,3055,3145,3174,3066,3124,3145,3081,3084,3025,"{""1"": 3788, ""10"": 3132, ""11"": 3118, ""12"": 2981, ""13"": 3125, ""14"": 2946, ""15"": 3055, ""2"": 3145, ""3"": 3174, ""4"": 3066, ""5"": 3124, ""6"": 3145, ""7"": 3081, ""8"": 3084, ""9"": 3025}",15,7.850816148460278,8.0,1,368902,"{""0"": 3976, ""1"": 3595, ""2"": 3218, ""3"": 2856, ""4"": 2509, ""5"": 2290, ""6"": 2117, ""7"": 26428}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_010,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
19883,0,1228,1.4513255164817758,7.071067811865475,760,2.0,41.0,0,coal,20p,sav_011,3.371006,1263,1365,1280,1398,1345,1303,1288,1302,1330,1376,1372,1328,1340,1308,1285,"{""1"": 1263, ""10"": 1365, ""11"": 1280, ""12"": 1398, ""13"": 1345, ""14"": 1303, ""15"": 1288, ""2"": 1302, ""3"": 1330, ""4"": 1376, ""5"": 1372, ""6"": 1328, ""7"": 1340, ""8"": 1308, ""9"": 1285}",15,8.004375597243877,8.0,1,159151,"{""128"": 2723, ""129"": 552, ""32"": 14113, ""33"": 1716, ""34"": 4, ""35"": 775}"
8068,0,528,1.7320508075688772,7.155417527999327,170,3.0,47.0,0,iron,20p,sav_011,1.367866,482,524,527,541,556,549,554,499,565,546,520,568,519,567,551,"{""1"": 482, ""10"": 524, ""11"": 527, ""12"": 541, ""13"": 556, ""14"": 549, ""15"": 554, ""2"": 499, ""3"": 565, ""4"": 546, ""5"": 520, ""6"": 568, ""7"": 519, ""8"": 567, ""9"": 551}",15,8.087258304412494,8.0,1,65248,"{""128"": 916, ""129"": 215, ""32"": 5945, ""33"": 735, ""34"": 1, ""35"": 256}"
6087,0,326,1.7320284449763232,8.082903768654761,177,6.0,57.0,0,gold,20p,sav_011,1.032003,382,408,399,427,394,415,427,411,393,402,362,435,420,396,416,"{""1"": 382, ""10"": 408, ""11"": 399, ""12"": 427, ""13"": 394, ""14"": 415, ""15"": 427, ""2"": 411, ""3"": 393, ""4"": 402, ""5"": 362, ""6"": 435, ""7"": 420, ""8"": 396, ""9"": 416}",15,8.08164941678988,8.0,1,49193,"{""128"": 843, ""129"": 200, ""32"": 4240, ""33"": 551, ""34"": 1, ""35"": 252}"
1807,0,127,1.7320508075688772,7.839294959021855,108,3.0,45.0,0,gems,20p,sav_011,0.306363,107,136,101,134,126,116,128,116,122,128,111,122,108,118,134,"{""1"": 107, ""10"": 136, ""11"": 101, ""12"": 134, ""13"": 126, ""14"": 116, ""15"": 128, ""2"": 116, ""3"": 122, ""4"": 128, ""5"": 111, ""6"": 122, ""7"": 108, ""8"": 118, ""9"": 134}",15,8.118981737686774,8.0,1,14671,"{""128"": 289, ""129"": 50, ""32"": 1229, ""33"": 180, ""35"": 59}"
2976,0,138,1.8020849825232625,9.202240342777394,119,9.0,56.599999999999994,0,sulfur,20p,sav_011,0.504557,215,184,194,172,197,230,207,180,207,177,208,199,213,194,199,"{""1"": 215, ""10"": 184, ""11"": 194, ""12"": 172, ""13"": 197, ""14"": 230, ""15"": 207, ""2"": 180, ""3"": 207, ""4"": 177, ""5"": 208, ""6"": 199, ""7"": 213, ""8"": 194, ""9"": 199}",15,8.029569892473118,8.0,1,23896,"{""128"": 348, ""129"": 58, ""32"": 2194, ""33"": 281, ""34"": 1, ""35"": 94}"
38821,0,525,1.7320508075688776,7.559289460184544,4124,3.0,148.4000000000001,0,minerals,20p,sav_011,6.581794,2449,2617,2501,2672,2618,2613,2604,2508,2617,2629,2573,2652,2600,2583,2585,"{""1"": 2449, ""10"": 2617, ""11"": 2501, ""12"": 2672, ""13"": 2618, ""14"": 2613, ""15"": 2604, ""2"": 2508, ""3"": 2617, ""4"": 2629, ""5"": 2573, ""6"": 2652, ""7"": 2600, ""8"": 2583, ""9"": 2585}",15,8.040982973133097,8.0,1,312159,"{""128"": 5119, ""129"": 1075, ""32"": 27721, ""33"": 3463, ""34"": 7, ""35"": 1436}"
48701,0,9323,1.7320508075688772,7.071067811865475,158,2.0,12.0,7,fish,20p,sav_011,8.25687,4045,3222,3188,3196,3299,3206,3144,3228,3087,3151,3184,3197,3197,3221,3136,"{""1"": 4045, ""10"": 3222, ""11"": 3188, ""12"": 3196, ""13"": 3299, ""14"": 3206, ""15"": 3144, ""2"": 3228, ""3"": 3087, ""4"": 3151, ""5"": 3184, ""6"": 3197, ""7"": 3197, ""8"": 3221, ""9"": 3136}",15,7.893267078704749,8.0,1,384410,"{""0"": 3802, ""1"": 3440, ""2"": 3162, ""3"": 2846, ""4"": 2656, ""5"": 2429, ""6"": 2279, ""7"": 28087}"
0,0,0,0.0,0.0,0,0.0,0.0,0,unknown,20p,sav_011,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""1"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0, ""14"": 0, ""15"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 0, ""7"": 0, ""8"": 0, ""9"": 0}",0,0.0,0.0,0,0,{}
